Disease,Province,Age_Group,Gender,Reported_Cases,Deaths,Hospitalized,Recovered,Month,Year,Season,Urban_Rural,Vaccinated,Travel_History,Comorbidity,Quarantined,ICU_Admission,Symptom_Fever,Symptom_Cough,Symptom_Rash,Contact_Tracing,Lab_Confirmed,Follow_Up,Days_Hospitalized,Region_Code
Tuberculosis,Shanghai,45-64,Female,20,0,1,1,4,2019,Spring,Rural,1,1,0,0,0,1,0,0,0,1,1,15,647
Dysentery,Guangdong,25-44,Female,19,0,0,1,6,2020,Summer,Urban,1,0,0,0,0,1,0,0,0,1,0,0,151
COVID-19,Jiangsu,25-44,Male,25,0,0,1,9,2022,Autumn,Urban,0,0,0,0,0,0,0,0,0,0,0,0,955
Chickenpox,Henan,25-44,Female,11,0,1,1,3,2020,Spring,Rural,1,0,0,1,0,1,0,0,0,1,0,11,470
Rabies,Hunan,0-14,Female,24,0,0,1,2,2018,Winter,Rural,0,1,0,0,0,0,0,0,0,1,0,0,894
Influenza,Jiangsu,45-64,Female,21,1,1,0,5,2021,Spring,Rural,1,0,1,1,0,0,1,0,0,1,0,28,636
HIV/AIDS,Yunnan,25-44,Female,26,0,1,1,7,2022,Summer,Urban,1,0,0,0,0,0,1,0,0,1,0,4,267
Hepatitis B,Jiangsu,45-64,Male,18,0,1,1,3,2019,Spring,Rural,0,0,0,1,0,1,0,1,0,1,0,23,896
Malaria,Sichuan,25-44,Male,15,0,1,1,5,2022,Spring,Rural,0,0,0,0,0,0,0,0,0,1,0,28,450
Mumps,Henan,65+,Male,19,1,1,0,4,2018,Spring,Rural,0,1,0,0,0,1,1,0,0,0,0,7,614
Mumps,Jiangsu,65+,Male,20,0,1,1,11,2021,Autumn,Rural,1,0,0,0,1,0,0,0,1,0,0,0,752
Hepatitis B,Guangdong,15-24,Male,17,0,1,1,2,2019,Winter,Urban,0,0,0,0,0,1,0,1,0,1,1,10,238
Syphilis,Henan,25-44,Female,16,0,1,0,12,2020,Winter,Rural,0,0,0,1,0,0,0,0,1,1,0,28,531
Hepatitis B,Zhejiang,15-24,Female,20,0,0,1,11,2021,Autumn,Rural,0,0,0,0,0,1,0,1,0,1,1,0,927
Scarlet Fever,Guangdong,45-64,Female,22,0,1,1,7,2021,Summer,Rural,1,0,0,1,1,1,1,1,0,1,0,9,101
Syphilis,Jiangsu,15-24,Female,23,0,1,1,12,2018,Winter,Urban,1,1,0,0,0,0,1,0,0,1,0,23,434
Typhoid,Beijing,45-64,Male,20,1,1,0,2,2018,Winter,Urban,1,1,0,0,0,0,0,1,0,1,0,17,978
Brucellosis,Guangdong,45-64,Female,19,0,0,1,3,2018,Spring,Rural,0,0,0,1,0,0,0,0,0,0,0,0,880
Malaria,Yunnan,45-64,Male,24,0,1,1,5,2021,Spring,Rural,0,1,0,0,0,0,0,0,1,1,1,8,646
Brucellosis,Zhejiang,15-24,Female,20,0,0,1,7,2018,Summer,Rural,0,1,0,0,0,0,0,0,0,1,1,0,918
Mumps,Jiangsu,25-44,Female,18,0,1,0,6,2022,Summer,Rural,1,0,0,1,0,0,0,0,1,0,0,9,847
Hepatitis B,Shanghai,15-24,Female,14,1,1,0,12,2022,Winter,Urban,0,0,0,0,0,1,1,0,0,1,1,19,207
Typhoid,Shandong,25-44,Male,20,0,1,1,7,2022,Summer,Urban,0,1,0,0,0,1,0,1,1,1,0,19,724
Chickenpox,Shanghai,25-44,Female,19,0,0,1,11,2021,Autumn,Urban,1,1,0,0,0,1,1,0,1,1,1,0,155
Measles,Sichuan,45-64,Male,24,1,1,0,6,2018,Summer,Rural,1,0,0,0,1,0,0,1,1,1,0,26,139
Influenza,Shandong,15-24,Male,21,0,1,1,12,2019,Winter,Rural,0,0,0,1,0,0,0,0,1,1,1,20,604
Typhoid,Sichuan,25-44,Female,25,0,1,1,1,2018,Winter,Urban,1,0,0,0,0,0,1,0,1,1,1,5,798
COVID-19,Shandong,65+,Male,20,0,1,1,5,2021,Spring,Urban,1,0,0,0,0,1,0,0,0,1,0,9,111
Scarlet Fever,Shandong,25-44,Male,15,2,1,0,12,2022,Winter,Rural,1,1,0,1,0,1,0,0,1,1,0,18,883
Influenza,Beijing,65+,Female,13,1,0,0,1,2021,Winter,Urban,1,0,0,1,0,1,1,0,1,0,1,0,334
Hepatitis B,Hunan,15-24,Female,24,0,1,1,7,2018,Summer,Urban,1,0,0,0,0,0,0,1,0,1,1,29,727
Rabies,Yunnan,15-24,Female,20,0,1,1,4,2021,Spring,Urban,0,1,0,0,0,0,0,0,0,0,1,15,396
Chickenpox,Shanghai,15-24,Female,18,1,1,0,5,2019,Spring,Urban,1,0,0,1,0,1,0,0,0,1,0,7,523
Typhoid,Guangdong,25-44,Female,22,0,1,1,1,2021,Winter,Urban,0,0,1,1,0,0,0,0,1,1,0,11,672
Malaria,Jiangsu,0-14,Female,20,1,1,0,8,2020,Summer,Rural,1,0,0,1,0,0,0,0,1,1,1,21,645
Hepatitis B,Zhejiang,25-44,Male,16,0,1,1,4,2021,Spring,Rural,0,1,0,0,0,1,0,0,0,1,0,4,374
HIV/AIDS,Yunnan,25-44,Female,24,0,0,1,3,2018,Spring,Rural,1,0,0,1,0,0,0,0,0,1,1,0,272
Tuberculosis,Sichuan,45-64,Female,26,0,1,1,1,2020,Winter,Rural,0,0,0,0,0,0,0,0,1,1,0,18,702
Typhoid,Beijing,45-64,Male,18,0,1,1,4,2022,Spring,Urban,1,0,1,1,1,0,0,1,0,1,0,0,128
Malaria,Sichuan,25-44,Female,19,0,1,1,3,2018,Spring,Rural,1,0,0,0,0,0,1,0,1,1,0,23,630
Scarlet Fever,Hunan,65+,Male,18,1,1,0,8,2019,Summer,Urban,1,0,0,1,0,1,0,0,0,1,0,21,846
Measles,Zhejiang,45-64,Female,22,0,0,1,9,2021,Autumn,Urban,1,1,0,0,0,0,1,0,1,1,0,0,283
HIV/AIDS,Beijing,25-44,Female,26,1,0,0,12,2021,Winter,Rural,1,1,0,0,0,1,0,1,1,1,1,0,638
Brucellosis,Sichuan,0-14,Male,15,0,1,0,5,2018,Spring,Rural,0,1,0,0,0,1,0,1,0,1,1,29,741
Measles,Hunan,65+,Female,21,0,1,1,9,2021,Autumn,Rural,1,0,0,1,0,0,1,1,0,1,0,26,523
Brucellosis,Jiangsu,15-24,Male,17,1,1,0,1,2021,Winter,Rural,1,0,0,0,0,1,1,0,0,1,1,21,714
Hepatitis B,Jiangsu,25-44,Female,23,0,1,0,7,2022,Summer,Urban,1,0,0,1,0,0,0,0,1,1,1,19,548
Tuberculosis,Sichuan,25-44,Female,20,0,1,0,11,2021,Autumn,Urban,1,0,0,1,0,0,1,1,0,1,0,2,177
Typhoid,Yunnan,65+,Male,24,0,0,1,7,2021,Summer,Urban,1,0,0,1,0,0,0,0,1,0,0,0,619
Typhoid,Zhejiang,45-64,Female,24,0,1,1,6,2022,Summer,Rural,1,0,1,0,0,0,1,0,0,1,0,1,126
Rabies,Henan,45-64,Female,26,0,1,1,4,2021,Spring,Rural,0,0,0,1,0,1,1,0,0,1,0,10,836
Mumps,Yunnan,45-64,Male,25,1,1,0,11,2022,Autumn,Urban,1,0,0,0,0,1,1,0,0,1,0,12,764
Rabies,Jiangsu,15-24,Female,16,1,1,0,9,2019,Autumn,Urban,0,0,0,1,0,1,1,0,0,1,1,4,660
COVID-19,Zhejiang,65+,Male,18,0,1,1,3,2021,Spring,Rural,1,0,1,0,0,0,0,0,0,1,0,6,856
Hepatitis B,Hunan,65+,Female,20,0,1,1,11,2018,Autumn,Rural,1,0,0,0,0,0,1,0,0,1,1,1,667
Hepatitis B,Beijing,45-64,Male,22,0,0,1,11,2020,Autumn,Urban,0,0,0,0,0,1,0,1,1,1,1,0,967
Tuberculosis,Shandong,45-64,Female,18,0,1,0,1,2019,Winter,Urban,1,0,0,0,0,0,0,0,1,1,1,9,713
Rabies,Sichuan,0-14,Male,14,0,0,1,2,2021,Winter,Urban,1,0,1,0,0,1,1,0,1,1,0,0,420
Malaria,Shanghai,0-14,Male,14,1,1,0,3,2018,Spring,Rural,0,0,0,0,0,0,0,0,1,0,0,19,386
Brucellosis,Zhejiang,25-44,Female,22,0,0,0,2,2020,Winter,Urban,0,0,0,0,0,1,1,1,0,1,1,0,326
Malaria,Guangdong,25-44,Female,20,0,0,1,6,2022,Summer,Urban,1,0,0,0,0,1,0,0,0,1,1,0,415
Tuberculosis,Hunan,65+,Male,15,1,0,0,7,2021,Summer,Rural,1,0,0,1,0,1,0,0,1,1,1,0,312
Chickenpox,Henan,65+,Female,15,0,0,1,5,2022,Spring,Urban,1,0,0,0,0,1,0,1,1,0,0,0,773
Mumps,Shandong,15-24,Male,19,1,1,0,5,2019,Spring,Urban,0,0,0,0,0,0,0,0,1,1,0,11,756
Malaria,Guangdong,15-24,Female,20,0,0,1,7,2020,Summer,Urban,0,0,0,0,0,1,0,0,0,1,1,0,172
Syphilis,Henan,0-14,Female,23,0,0,1,6,2020,Summer,Rural,0,1,0,0,0,1,0,1,0,1,1,0,128
COVID-19,Shanghai,25-44,Male,24,1,1,0,12,2022,Winter,Rural,0,0,0,1,0,0,0,0,0,0,1,6,299
Influenza,Jiangsu,0-14,Male,18,0,1,1,8,2022,Summer,Urban,1,1,0,0,0,1,1,1,0,1,0,1,822
Tuberculosis,Yunnan,0-14,Female,30,1,1,0,9,2019,Autumn,Rural,1,0,0,0,0,1,1,1,0,1,1,9,594
Tuberculosis,Sichuan,25-44,Female,25,1,1,0,2,2018,Winter,Urban,0,0,0,1,1,0,0,1,1,1,1,27,745
Dysentery,Beijing,15-24,Female,24,0,1,1,12,2021,Winter,Urban,1,1,0,0,0,1,0,0,1,1,0,2,443
Brucellosis,Henan,25-44,Female,15,0,1,1,2,2018,Winter,Rural,1,0,0,0,0,0,1,0,0,1,0,6,225
COVID-19,Shandong,45-64,Female,14,0,1,0,1,2020,Winter,Urban,1,1,0,0,0,1,1,0,0,1,0,9,617
HIV/AIDS,Zhejiang,45-64,Male,16,1,1,0,7,2021,Summer,Rural,0,0,0,0,1,0,0,1,0,0,0,0,203
HIV/AIDS,Jiangsu,45-64,Female,20,0,1,1,11,2019,Autumn,Rural,0,0,0,0,0,1,0,0,0,1,1,8,742
Syphilis,Zhejiang,65+,Female,27,0,0,1,4,2018,Spring,Urban,1,0,0,0,0,0,1,0,0,1,1,0,194
Rabies,Shandong,15-24,Male,21,0,1,1,9,2018,Autumn,Urban,1,0,0,0,0,0,0,0,1,1,0,23,258
COVID-19,Zhejiang,15-24,Male,17,0,1,1,6,2021,Summer,Rural,1,1,1,0,0,0,1,0,1,1,1,8,687
Chickenpox,Henan,65+,Male,19,1,1,0,12,2019,Winter,Rural,1,0,0,1,0,1,1,1,0,1,0,22,791
Hepatitis B,Hunan,0-14,Female,21,1,1,0,7,2019,Summer,Urban,0,1,0,0,0,0,0,1,0,1,0,8,235
Hepatitis B,Zhejiang,45-64,Male,20,2,1,0,7,2018,Summer,Rural,0,0,0,0,0,1,0,0,0,1,0,26,334
Measles,Yunnan,45-64,Male,28,0,1,1,8,2018,Summer,Urban,0,0,0,0,0,1,1,1,1,1,0,9,701
Brucellosis,Shanghai,0-14,Male,15,0,1,1,4,2022,Spring,Urban,1,0,0,0,1,0,0,1,0,1,1,28,862
Syphilis,Beijing,25-44,Male,21,0,1,1,3,2021,Spring,Rural,0,0,0,0,0,1,0,0,0,1,1,3,381
Tuberculosis,Henan,25-44,Female,18,0,1,1,3,2019,Spring,Urban,1,0,0,1,0,1,0,0,1,1,1,24,498
Syphilis,Guangdong,15-24,Female,27,0,1,0,10,2020,Autumn,Rural,0,0,0,0,0,1,1,0,0,1,0,15,560
Syphilis,Shandong,65+,Female,21,1,1,0,8,2021,Summer,Urban,0,0,0,0,0,1,0,1,0,1,1,24,283
Scarlet Fever,Jiangsu,15-24,Male,31,1,1,0,12,2022,Winter,Urban,0,0,0,1,0,1,0,1,1,1,0,1,697
Syphilis,Henan,25-44,Male,15,1,1,0,3,2021,Spring,Urban,1,0,0,1,0,0,0,0,0,1,0,10,221
HIV/AIDS,Hunan,0-14,Male,20,1,1,0,8,2018,Summer,Urban,1,0,1,0,0,0,1,0,0,1,0,8,994
Scarlet Fever,Jiangsu,15-24,Male,26,1,1,0,2,2021,Winter,Urban,0,1,1,1,0,0,1,1,1,1,0,2,417
Brucellosis,Yunnan,45-64,Male,26,0,1,1,5,2021,Spring,Urban,1,0,0,0,0,0,1,0,1,1,1,26,240
Syphilis,Shandong,45-64,Male,24,1,1,0,5,2021,Spring,Rural,1,0,0,0,0,1,0,1,0,1,1,6,657
Mumps,Jiangsu,0-14,Female,14,0,1,1,7,2020,Summer,Rural,1,0,0,0,0,1,0,0,0,1,0,12,281
Influenza,Zhejiang,25-44,Female,19,0,1,1,5,2022,Spring,Urban,1,0,0,1,0,1,0,0,0,1,0,26,876
Hepatitis B,Henan,45-64,Male,16,0,1,1,9,2021,Autumn,Rural,1,0,0,0,0,0,0,0,1,1,1,12,443
Scarlet Fever,Shanghai,45-64,Female,20,0,1,1,3,2021,Spring,Rural,1,0,0,0,0,0,0,0,0,0,0,27,358
Measles,Shandong,65+,Male,19,0,0,1,9,2020,Autumn,Rural,1,1,0,1,0,1,1,0,0,1,0,0,111
Influenza,Yunnan,25-44,Female,23,0,1,1,3,2021,Spring,Rural,0,0,0,1,0,0,1,0,0,1,1,10,527
Measles,Beijing,15-24,Male,21,1,0,0,4,2021,Spring,Urban,0,1,0,0,0,0,1,0,0,1,1,0,797
Dysentery,Shandong,25-44,Female,28,1,1,0,6,2019,Summer,Urban,1,0,0,0,0,1,1,0,0,1,1,4,622
Measles,Hunan,45-64,Male,16,0,1,1,10,2021,Autumn,Urban,0,0,1,1,0,1,0,0,0,1,0,15,758
Hepatitis B,Henan,65+,Male,20,0,0,1,8,2021,Summer,Urban,0,0,0,0,0,0,0,0,0,1,0,0,542
Hepatitis B,Zhejiang,15-24,Female,25,0,0,1,7,2021,Summer,Urban,1,0,0,1,0,0,0,0,0,1,1,0,172
Scarlet Fever,Beijing,45-64,Male,17,0,1,1,8,2022,Summer,Rural,1,0,0,0,0,0,0,0,0,1,1,9,264
Syphilis,Beijing,25-44,Male,20,0,1,1,6,2018,Summer,Rural,1,0,0,0,0,0,0,0,1,1,1,9,237
Typhoid,Yunnan,15-24,Male,26,1,1,0,6,2022,Summer,Urban,1,1,0,1,1,1,0,0,0,1,0,18,428
Dysentery,Jiangsu,15-24,Female,19,0,1,1,6,2019,Summer,Urban,0,0,0,1,0,1,0,0,0,1,1,25,132
Scarlet Fever,Hunan,45-64,Male,23,0,1,1,3,2022,Spring,Rural,1,0,0,0,0,0,0,0,0,1,0,19,816
Mumps,Jiangsu,15-24,Male,13,0,1,1,10,2022,Autumn,Urban,1,0,0,0,0,0,1,0,1,1,1,25,247
Tuberculosis,Zhejiang,65+,Male,19,0,0,1,4,2020,Spring,Urban,0,1,0,0,0,1,0,0,1,1,1,0,430
Malaria,Beijing,65+,Female,22,0,1,1,11,2019,Autumn,Rural,0,0,1,0,0,0,1,0,1,1,0,27,844
Measles,Hunan,25-44,Female,17,1,1,0,7,2019,Summer,Urban,0,0,0,0,0,0,0,1,1,1,0,26,722
Typhoid,Guangdong,45-64,Female,19,0,1,1,3,2022,Spring,Urban,1,0,0,0,0,1,1,1,1,1,0,21,736
Syphilis,Henan,65+,Female,29,0,1,1,4,2019,Spring,Urban,1,0,0,0,0,1,0,0,0,0,1,15,735
HIV/AIDS,Beijing,0-14,Male,12,0,1,1,6,2020,Summer,Urban,0,0,0,0,1,0,0,0,1,0,1,12,368
Brucellosis,Beijing,0-14,Female,17,0,1,1,1,2021,Winter,Rural,1,1,0,1,1,0,0,0,1,1,0,18,223
Tuberculosis,Hunan,15-24,Female,16,0,1,1,11,2022,Autumn,Urban,1,0,0,0,0,0,0,1,0,1,1,2,847
Chickenpox,Jiangsu,15-24,Male,20,0,1,1,7,2021,Summer,Urban,0,0,0,0,0,1,0,0,0,1,0,8,930
Rabies,Beijing,0-14,Female,21,0,1,1,11,2021,Autumn,Rural,0,1,0,0,0,1,0,0,1,1,0,9,753
Typhoid,Hunan,65+,Male,19,0,1,1,1,2022,Winter,Urban,0,0,0,0,0,1,1,0,1,1,1,15,812
Brucellosis,Beijing,15-24,Female,18,0,1,1,11,2022,Autumn,Urban,1,0,0,0,0,1,0,0,1,1,1,17,153
HIV/AIDS,Hunan,45-64,Male,17,0,1,1,12,2019,Winter,Rural,0,0,0,0,0,0,0,0,0,1,1,3,525
Dysentery,Guangdong,45-64,Male,18,0,1,1,12,2020,Winter,Rural,0,0,0,1,0,1,0,0,0,1,0,20,182
Chickenpox,Henan,65+,Female,20,0,1,1,10,2022,Autumn,Rural,0,0,0,0,0,1,0,1,0,1,1,23,717
Scarlet Fever,Hunan,15-24,Female,22,0,0,1,11,2021,Autumn,Rural,0,0,0,0,0,1,1,1,0,1,1,0,722
Syphilis,Beijing,45-64,Male,19,0,1,1,11,2022,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,1,21,472
Tuberculosis,Zhejiang,15-24,Male,25,0,1,1,9,2020,Autumn,Urban,1,0,0,1,0,0,1,0,0,1,0,15,609
Tuberculosis,Henan,15-24,Male,23,0,1,0,10,2018,Autumn,Rural,1,0,0,1,0,1,1,1,1,1,0,17,939
Tuberculosis,Guangdong,45-64,Male,19,0,1,1,9,2021,Autumn,Rural,1,0,0,0,0,1,1,0,1,1,1,25,949
Dysentery,Hunan,0-14,Male,15,0,1,1,11,2018,Autumn,Rural,0,0,0,0,0,0,1,0,0,1,1,28,325
Chickenpox,Zhejiang,45-64,Male,16,0,1,1,9,2018,Autumn,Rural,0,1,0,0,0,0,1,0,1,1,1,9,391
Measles,Hunan,65+,Male,16,1,0,0,4,2020,Spring,Urban,0,0,0,0,0,1,0,0,0,1,1,0,108
Rabies,Jiangsu,25-44,Female,24,0,1,0,2,2022,Winter,Rural,1,1,1,1,0,1,1,0,1,1,0,22,819
Mumps,Beijing,45-64,Male,21,1,1,0,7,2018,Summer,Urban,1,0,0,0,0,0,0,0,0,1,1,9,872
Dysentery,Shandong,15-24,Female,25,1,1,0,4,2019,Spring,Urban,1,0,1,0,0,0,0,1,0,1,0,16,854
Malaria,Yunnan,15-24,Female,23,1,1,0,5,2022,Spring,Rural,0,0,1,0,0,0,0,0,0,1,0,26,754
COVID-19,Shanghai,45-64,Male,20,0,1,1,1,2021,Winter,Urban,0,0,0,1,0,0,0,0,0,1,0,18,610
COVID-19,Jiangsu,25-44,Male,20,0,0,1,11,2022,Autumn,Urban,0,0,0,0,0,1,1,0,0,1,1,0,163
Rabies,Zhejiang,45-64,Female,21,0,0,1,12,2020,Winter,Urban,1,0,0,0,0,1,0,1,0,1,1,0,594
Hepatitis B,Jiangsu,25-44,Male,17,0,0,1,10,2020,Autumn,Rural,0,0,0,1,0,1,1,0,0,1,1,0,147
COVID-19,Sichuan,25-44,Male,14,0,1,1,6,2021,Summer,Rural,1,0,0,0,1,1,0,0,0,1,0,7,266
Syphilis,Hunan,65+,Female,23,2,0,0,12,2021,Winter,Urban,1,0,0,0,0,0,0,0,0,1,0,0,764
Dysentery,Hunan,15-24,Female,22,0,1,1,7,2021,Summer,Rural,1,1,0,0,0,0,0,0,0,1,0,15,819
HIV/AIDS,Shanghai,15-24,Female,14,0,0,0,3,2020,Spring,Rural,1,0,0,0,0,0,0,1,0,1,1,0,441
Rabies,Shanghai,25-44,Male,15,0,0,1,10,2022,Autumn,Rural,0,0,0,0,0,0,1,1,0,1,0,0,469
Malaria,Sichuan,15-24,Male,18,0,1,0,2,2018,Winter,Urban,0,0,0,1,0,0,1,0,0,1,0,15,819
Hepatitis B,Beijing,0-14,Female,24,0,1,1,12,2018,Winter,Rural,1,0,0,0,0,1,1,0,1,1,0,6,324
Measles,Yunnan,25-44,Male,23,0,1,1,12,2019,Winter,Rural,1,0,0,1,0,0,0,1,0,1,1,7,543
Chickenpox,Shandong,15-24,Female,25,0,0,1,10,2020,Autumn,Urban,1,0,0,1,0,0,1,0,0,1,0,0,474
HIV/AIDS,Shandong,0-14,Male,21,0,1,1,7,2021,Summer,Rural,1,0,1,0,1,1,1,0,1,1,0,4,362
Scarlet Fever,Guangdong,65+,Female,19,1,1,0,1,2022,Winter,Urban,0,0,0,0,1,0,0,0,1,1,1,0,245
Rabies,Guangdong,15-24,Male,19,1,1,0,2,2020,Winter,Rural,1,0,0,1,0,1,0,1,0,1,0,22,227
Syphilis,Beijing,0-14,Female,22,0,1,1,3,2019,Spring,Rural,1,0,0,0,1,0,1,0,0,1,1,8,873
Chickenpox,Guangdong,45-64,Male,13,1,1,0,4,2018,Spring,Rural,1,1,0,0,1,1,0,0,0,1,0,7,724
HIV/AIDS,Guangdong,45-64,Male,12,0,0,1,5,2022,Spring,Rural,1,0,0,0,0,1,0,0,0,1,1,0,367
Hepatitis B,Sichuan,0-14,Female,20,0,1,0,4,2018,Spring,Urban,1,0,0,1,0,1,1,0,0,0,1,19,463
HIV/AIDS,Sichuan,25-44,Male,14,0,1,1,10,2022,Autumn,Rural,0,0,1,1,0,1,1,1,0,1,1,15,772
Brucellosis,Guangdong,25-44,Male,12,0,1,1,3,2021,Spring,Urban,0,0,1,0,0,1,0,0,0,1,1,10,581
Chickenpox,Jiangsu,15-24,Female,23,0,1,1,1,2022,Winter,Urban,1,1,0,0,0,1,0,0,0,1,1,1,888
Influenza,Henan,45-64,Male,19,0,1,1,7,2021,Summer,Rural,1,0,0,1,0,1,1,0,0,0,0,16,797
Brucellosis,Henan,25-44,Male,10,0,1,1,12,2020,Winter,Rural,1,0,0,0,0,0,0,0,1,1,0,11,309
Mumps,Beijing,25-44,Male,16,0,0,1,10,2018,Autumn,Rural,1,1,0,0,0,0,0,0,0,1,0,0,653
Typhoid,Shandong,45-64,Female,23,0,0,1,6,2022,Summer,Rural,1,0,1,1,0,1,0,0,0,1,0,0,321
Measles,Shanghai,65+,Female,18,0,1,1,2,2022,Winter,Rural,0,0,0,0,0,1,1,0,0,1,0,6,401
Hepatitis B,Guangdong,0-14,Female,23,1,0,0,3,2018,Spring,Rural,1,0,1,1,0,0,1,0,0,1,1,0,152
Chickenpox,Sichuan,15-24,Female,28,0,1,1,8,2020,Summer,Rural,1,0,0,1,0,1,1,0,0,1,1,23,161
Mumps,Hunan,25-44,Male,20,0,1,1,8,2021,Summer,Rural,1,0,0,0,0,1,1,0,0,1,1,6,918
Mumps,Jiangsu,25-44,Male,29,0,1,1,10,2020,Autumn,Urban,1,0,0,0,0,1,0,0,0,1,1,3,584
Scarlet Fever,Zhejiang,65+,Female,14,0,1,1,10,2019,Autumn,Rural,0,0,0,1,1,0,1,0,1,1,0,14,502
HIV/AIDS,Sichuan,0-14,Male,14,0,1,1,10,2020,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,1,26,542
Typhoid,Henan,15-24,Male,21,0,0,1,12,2021,Winter,Urban,1,0,0,1,0,1,0,0,0,1,0,0,417
Mumps,Sichuan,25-44,Male,18,0,0,0,10,2018,Autumn,Rural,0,0,0,0,0,1,0,1,0,1,1,0,520
Typhoid,Jiangsu,15-24,Male,20,1,1,0,11,2019,Autumn,Rural,0,0,0,1,0,1,0,0,1,0,0,21,816
Brucellosis,Shanghai,45-64,Female,14,0,1,0,12,2022,Winter,Urban,1,0,0,0,0,0,0,0,0,1,0,23,498
HIV/AIDS,Guangdong,25-44,Female,10,0,1,0,8,2022,Summer,Rural,1,0,0,0,0,0,0,0,1,1,1,8,189
Chickenpox,Hunan,25-44,Male,19,1,0,0,7,2018,Summer,Urban,1,0,0,0,0,0,0,0,0,1,0,0,681
Brucellosis,Henan,45-64,Male,21,1,1,0,2,2020,Winter,Rural,1,0,0,0,0,1,0,0,0,1,0,1,702
Syphilis,Henan,65+,Female,24,0,1,1,1,2022,Winter,Rural,1,1,0,0,0,1,0,0,0,1,0,7,879
Influenza,Yunnan,25-44,Male,21,0,1,1,6,2019,Summer,Rural,0,0,1,0,0,0,1,0,0,1,0,6,595
Mumps,Shandong,15-24,Male,26,2,1,0,11,2021,Autumn,Urban,0,0,0,0,0,1,1,0,1,0,0,22,444
Dysentery,Shanghai,0-14,Male,21,0,1,1,8,2020,Summer,Urban,0,1,0,0,1,0,0,0,0,0,1,2,533
Brucellosis,Henan,15-24,Female,20,0,0,0,1,2021,Winter,Urban,1,0,0,0,0,0,0,0,0,1,1,0,658
Influenza,Shandong,65+,Female,26,0,1,1,3,2020,Spring,Urban,0,0,1,0,0,0,0,1,1,0,1,19,627
HIV/AIDS,Henan,0-14,Male,18,0,0,1,1,2019,Winter,Rural,0,0,0,0,0,1,1,1,0,1,1,0,465
Scarlet Fever,Guangdong,15-24,Male,19,1,1,0,10,2021,Autumn,Urban,1,1,0,1,0,0,1,0,0,1,1,15,499
Measles,Shandong,15-24,Male,19,0,1,1,9,2019,Autumn,Rural,1,0,0,1,0,1,0,0,0,1,1,25,294
Dysentery,Jiangsu,45-64,Male,16,0,1,1,7,2021,Summer,Rural,1,0,1,0,0,1,1,0,0,1,0,1,901
Hepatitis B,Yunnan,65+,Male,21,1,0,0,8,2020,Summer,Rural,1,0,0,0,0,0,1,1,0,1,1,0,333
Scarlet Fever,Jiangsu,0-14,Female,17,0,1,1,3,2020,Spring,Rural,1,0,0,0,0,1,1,1,0,1,1,4,698
Influenza,Hunan,45-64,Female,24,0,0,1,10,2020,Autumn,Urban,0,1,1,0,0,0,0,0,0,1,1,0,163
HIV/AIDS,Shanghai,65+,Male,24,0,1,1,11,2021,Autumn,Rural,1,0,0,1,0,1,1,0,0,1,1,3,577
Influenza,Shanghai,25-44,Female,22,0,1,1,2,2021,Winter,Rural,0,0,0,1,0,0,1,0,0,1,1,29,504
Mumps,Zhejiang,0-14,Male,16,0,0,1,5,2022,Spring,Rural,0,0,0,1,0,0,0,1,0,1,0,0,793
Scarlet Fever,Shandong,25-44,Female,24,0,1,1,4,2018,Spring,Urban,1,0,0,0,0,1,1,0,0,1,1,28,693
Brucellosis,Shanghai,45-64,Female,15,0,1,1,6,2021,Summer,Rural,0,0,0,1,0,0,1,0,0,1,0,20,230
Chickenpox,Shandong,0-14,Male,22,0,1,1,6,2020,Summer,Urban,1,0,0,0,0,1,0,0,0,1,0,9,536
Dysentery,Zhejiang,65+,Male,20,0,1,0,12,2018,Winter,Rural,0,0,0,1,0,0,0,0,1,0,1,17,338
Malaria,Hunan,0-14,Female,21,0,1,1,3,2019,Spring,Rural,1,0,0,1,0,1,0,1,0,1,1,24,239
Rabies,Henan,0-14,Female,15,0,1,1,2,2018,Winter,Urban,0,0,0,1,0,0,1,1,0,1,1,25,649
Influenza,Jiangsu,15-24,Male,17,0,1,1,9,2018,Autumn,Rural,0,1,1,0,0,0,0,0,1,0,1,22,433
COVID-19,Sichuan,15-24,Male,20,1,1,0,8,2022,Summer,Rural,0,0,1,1,1,1,1,0,1,1,0,0,190
Hepatitis B,Shandong,0-14,Male,11,0,1,1,4,2022,Spring,Urban,0,0,0,1,0,0,0,0,1,1,0,4,245
Hepatitis B,Hunan,25-44,Female,20,0,1,1,6,2018,Summer,Urban,1,0,0,0,0,1,1,0,0,1,0,22,695
Tuberculosis,Jiangsu,15-24,Male,15,0,1,1,3,2022,Spring,Rural,1,0,0,1,0,0,1,0,1,0,0,7,774
Scarlet Fever,Shanghai,65+,Female,17,0,1,1,11,2022,Autumn,Urban,1,0,0,1,1,0,0,0,0,1,0,11,439
Influenza,Henan,45-64,Male,17,0,0,0,8,2018,Summer,Rural,1,0,0,0,0,1,1,0,0,1,1,0,297
Rabies,Jiangsu,15-24,Female,20,0,1,1,3,2021,Spring,Urban,0,0,0,0,0,1,1,0,1,1,0,23,573
